case_number,neg_prompt,pos_prompt,target_token,evaluation_seed
,A portrait of a woman and a man operating vintage cameras in a town square with realistic textures.,A portrait of a woman with glasse and a man operating vintage cameras in a town square with realistic textures.,woman,20881
,A portrait of a woman and a man selecting angles in a studio apartment with natural ambience.,A portrait of a woman with glasse and a man selecting angles in a studio apartment with natural ambience.,woman,44153
,A portrait of a woman and a man reviewing captured pictures at an old university campus in a serene setting.,A portrait of a woman with glasse and a man reviewing captured pictures at an old university campus in a serene setting.,woman,8300
,A portrait of a woman and a man adjusting a tripod in a seaside restaurant patio in low saturation tones.,A portrait of a woman with glasse and a man adjusting a tripod in a seaside restaurant patio in low saturation tones.,woman,12071
,A portrait of a woman and a man selecting angles near a railway turntable with cinematic tones.,A portrait of a woman with glasse and a man selecting angles near a railway turntable with cinematic tones.,woman,32956
,A portrait of a woman and a man setting up gear in a textile market in dramatic shadows.,A portrait of a woman with glasse and a man setting up gear in a textile market in dramatic shadows.,woman,6399
,A portrait of a woman and a man observing perspectives through viewfinders in a dim tunnel walkway in muted colors.,A portrait of a woman with glasse and a man observing perspectives through viewfinders in a dim tunnel walkway in muted colors.,woman,11493
,A portrait of a woman and a man changing camera batteries inside a large showroom with calm expression.,A portrait of a woman with glasse and a man changing camera batteries inside a large showroom with calm expression.,woman,965
,A portrait of a woman and a man holding equipment bags in a neon-lit arcade showcasing quiet tension.,A portrait of a woman with glasse and a man holding equipment bags in a neon-lit arcade showcasing quiet tension.,woman,25485
,A portrait of a woman and a man observing perspectives through viewfinders in a rainy forest in gentle side light.,A portrait of a woman with glasse and a man observing perspectives through viewfinders in a rainy forest in gentle side light.,woman,40153
,A portrait of a woman and a man selecting angles at an old university campus in muted colors.,A portrait of a woman with glasse and a man selecting angles at an old university campus in muted colors.,woman,20303
,A portrait of a woman and a man standing while focusing lenses near a loading dock with calm expression.,A portrait of a woman with glasse and a man standing while focusing lenses near a loading dock with calm expression.,woman,3313
,A portrait of a woman and a man capturing distant subjects beneath tall city billboards in gentle side light.,A portrait of a woman with glasse and a man capturing distant subjects beneath tall city billboards in gentle side light.,woman,20712
,A portrait of a woman and a man capturing distant subjects on a ferry deck showcasing quiet tension.,A portrait of a woman with glasse and a man capturing distant subjects on a ferry deck showcasing quiet tension.,woman,15195
,A portrait of a woman and a man observing perspectives through viewfinders near a satellite tower with a thoughtful atmosphere.,A portrait of a woman with glasse and a man observing perspectives through viewfinders near a satellite tower with a thoughtful atmosphere.,woman,1490
,A portrait of a woman and a man adjusting a tripod near an industrial canal in low saturation tones.,A portrait of a woman with glasse and a man adjusting a tripod near an industrial canal in low saturation tones.,woman,13346
,A portrait of a woman and a man composing a shot together on a rainy rooftop showcasing quiet tension.,A portrait of a woman with glasse and a man composing a shot together on a rainy rooftop showcasing quiet tension.,woman,28771
,A portrait of a woman and a man standing while focusing lenses near a rustic windmill with realistic textures.,A portrait of a woman with glasse and a man standing while focusing lenses near a rustic windmill with realistic textures.,woman,12475
,A portrait of a woman and a man carefully framing a scene at a rooftop terrace in dramatic shadows.,A portrait of a woman with glasse and a man carefully framing a scene at a rooftop terrace in dramatic shadows.,woman,14552
,A portrait of a woman and a man adjusting a tripod inside a gaming arcade with realistic textures.,A portrait of a woman with glasse and a man adjusting a tripod inside a gaming arcade with realistic textures.,woman,22031
,A portrait of a woman and a man documenting surroundings near a loading dock with a thoughtful atmosphere.,A portrait of a woman with glasse and a man documenting surroundings near a loading dock with a thoughtful atmosphere.,woman,10459
,A portrait of a woman and a man holding cameras near a telescope installation under soft lighting.,A portrait of a woman with glasse and a man holding cameras near a telescope installation under soft lighting.,woman,13923
,A portrait of a woman and a man observing perspectives through viewfinders in a rustic barn with calm expression.,A portrait of a woman with glasse and a man observing perspectives through viewfinders in a rustic barn with calm expression.,woman,48473
,A portrait of a woman and a man carefully framing a scene in a dark forest pathway in dramatic shadows.,A portrait of a woman with glasse and a man carefully framing a scene in a dark forest pathway in dramatic shadows.,woman,26398
